Water Type,Date,Year,Month,Location,Latitude,Longitude,"Carbon, Organic, Dissolved as C :- {DOC}",pH,Nitrate as N,"Oxygen, Dissolved as O2",text
RIVER / RUNNING SURFACE WATER,2010-09,2010,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.2,7.43,0.0,0.0,"Dissolved Organic Carbon Content = 8.2           , pH =           7.43           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-09,2010,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-09,2010,9,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.8475000000000001,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.8475000000000001           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-10,2010,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.58,7.75,0.0,0.0,"Dissolved Organic Carbon Content = 8.58           , pH =           7.75           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-10,2010,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,17.5,7.85,0.0,0.0,"Dissolved Organic Carbon Content = 17.5           , pH =           7.85           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-10,2010,10,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.8724999999999998,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.8724999999999998           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-11,2010,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.8,7.56,0.0,0.0,"Dissolved Organic Carbon Content = 10.8           , pH =           7.56           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-11,2010,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,16.4,7.06,0.0,0.0,"Dissolved Organic Carbon Content = 16.4           , pH =           7.06           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-11,2010,11,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.417777777777778,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.417777777777778           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-12,2010,12,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-12,2010,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2010-12,2010,12,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,3.2520000000000002,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 3.2520000000000002           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-01,2011,1,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.84,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.84           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-02,2011,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.9,7.5,0.0,0.0,"Dissolved Organic Carbon Content = 7.9           , pH =           7.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-02,2011,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.98,7.5,0.0,0.0,"Dissolved Organic Carbon Content = 9.98           , pH =           7.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-02,2011,2,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.1496428571428567,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.1496428571428567           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-03,2011,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,10.31,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 10.31           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-03,2011,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.385000000000002,7.35,0.0,0.0,"Dissolved Organic Carbon Content = 9.385000000000002           , pH =           7.35           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-03,2011,3,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.6019999999999994,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.6019999999999994           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-04,2011,4,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.64,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.64           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-05,2011,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.78,8.3,0.0,0.0,"Dissolved Organic Carbon Content = 7.78           , pH =           8.3           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-05,2011,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.1,8.5,0.0,0.0,"Dissolved Organic Carbon Content = 10.1           , pH =           8.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-05,2011,5,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.515,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.515           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-06,2011,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,13.0,8.2,0.0,0.0,"Dissolved Organic Carbon Content = 13.0           , pH =           8.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-06,2011,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,18.9,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 18.9           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-06,2011,6,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.3299999999999996,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.3299999999999996           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-07,2011,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.8,7.8999999999999995,0.0,0.0,"Dissolved Organic Carbon Content = 12.8           , pH =           7.8999999999999995           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-07,2011,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,20.1,8.0,0.0,0.0,"Dissolved Organic Carbon Content = 20.1           , pH =           8.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-07,2011,7,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.0065000000000002,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.0065000000000002           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-08,2011,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,15.0,7.5,0.0,0.0,"Dissolved Organic Carbon Content = 15.0           , pH =           7.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-08,2011,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,23.1,7.3,0.0,0.0,"Dissolved Organic Carbon Content = 23.1           , pH =           7.3           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-08,2011,8,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.476666666666667,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.476666666666667           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-09,2011,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.43,7.5,0.0,0.0,"Dissolved Organic Carbon Content = 9.43           , pH =           7.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-09,2011,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,17.0,7.0,0.0,0.0,"Dissolved Organic Carbon Content = 17.0           , pH =           7.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-09,2011,9,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.5925000000000002,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.5925000000000002           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-10,2011,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.4,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 12.4           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-10,2011,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,17.7,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 17.7           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-10,2011,10,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.92,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.92           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-11,2011,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.5,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 11.5           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-11,2011,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.9,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 10.9           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-11,2011,11,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.932,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.932           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-12,2011,12,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,11.0,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 11.0           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-12,2011,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.8,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 14.8           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2011-12,2011,12,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.0975,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.0975           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-02,2012,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.79,7.46,0.0,0.0,"Dissolved Organic Carbon Content = 9.79           , pH =           7.46           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-02,2012,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.3,7.31,0.0,0.0,"Dissolved Organic Carbon Content = 12.3           , pH =           7.31           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-03,2012,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.19,7.97,0.0,0.0,"Dissolved Organic Carbon Content = 9.19           , pH =           7.97           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-03,2012,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.1,7.88,0.0,0.0,"Dissolved Organic Carbon Content = 12.1           , pH =           7.88           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-04,2012,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,12.5,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 12.5           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-04,2012,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.65,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 11.65           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-07,2012,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,19.8,7.07,0.0,0.0,"Dissolved Organic Carbon Content = 19.8           , pH =           7.07           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-08,2012,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,14.35,7.8,0.0,0.0,"Dissolved Organic Carbon Content = 14.35           , pH =           7.8           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-08,2012,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,25.85,7.88,0.0,0.0,"Dissolved Organic Carbon Content = 25.85           , pH =           7.88           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-10,2012,10,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,25.7,4.35,0.0,0.0,"Dissolved Organic Carbon Content = 25.7           , pH =           4.35           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2012-10,2012,10,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,21.9,6.31,0.0,0.0,"Dissolved Organic Carbon Content = 21.9           , pH =           6.31           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-01,2013,1,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.5,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 11.5           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-02,2013,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,10.5,7.92,0.0,0.0,"Dissolved Organic Carbon Content = 10.5           , pH =           7.92           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-03,2013,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.44,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 7.44           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-04,2013,4,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,6.195,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 6.195           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-04,2013,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,7.645,7.85,0.0,0.0,"Dissolved Organic Carbon Content = 7.645           , pH =           7.85           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-05,2013,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.23,7.7,0.0,0.0,"Dissolved Organic Carbon Content = 8.23           , pH =           7.7           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-05,2013,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,11.0,7.8,0.0,0.0,"Dissolved Organic Carbon Content = 11.0           , pH =           7.8           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-07,2013,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.84,8.149999999999999,0.0,0.0,"Dissolved Organic Carbon Content = 7.84           , pH =           8.149999999999999           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-07,2013,7,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,12.4,9.2,0.0,0.0,"Dissolved Organic Carbon Content = 12.4           , pH =           9.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-08,2013,8,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.92,7.8,0.0,0.0,"Dissolved Organic Carbon Content = 8.92           , pH =           7.8           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-08,2013,8,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.6,7.4,0.0,0.0,"Dissolved Organic Carbon Content = 14.6           , pH =           7.4           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-08,2013,8,REIVERS WELL FISH HATCH SPRING WATER INT,55.306643284021376,-1.8889157444679876,0.0,0.0,0.0,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-09,2013,9,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.04,7.8,0.0,0.0,"Dissolved Organic Carbon Content = 9.04           , pH =           7.8           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-09,2013,9,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,9.96,7.6,0.196,10.4,"Dissolved Organic Carbon Content = 9.96           , pH =           7.6           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 10.4"
RIVER / RUNNING SURFACE WATER,2013-11,2013,11,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.41,7.663333333333334,0.0,0.0,"Dissolved Organic Carbon Content = 9.41           , pH =           7.663333333333334           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-11,2013,11,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,14.033333333333333,7.425,0.196,13.4,"Dissolved Organic Carbon Content = 14.033333333333333           , pH =           7.425           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 13.4"
RIVER / RUNNING SURFACE WATER,2013-12,2013,12,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.56,7.2,0.0,0.0,"Dissolved Organic Carbon Content = 9.56           , pH =           7.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2013-12,2013,12,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.0,0.196,10.2,"Dissolved Organic Carbon Content = 0.0           , pH =           7.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 10.2"
RIVER / RUNNING SURFACE WATER,2014-01,2014,1,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,8.84,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 8.84           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2014-02,2014,2,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,7.71,7.9,0.0,0.0,"Dissolved Organic Carbon Content = 7.71           , pH =           7.9           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2014-02,2014,2,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.2,0.0,11.9,"Dissolved Organic Carbon Content = 0.0           , pH =           7.2           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 11.9"
RIVER / RUNNING SURFACE WATER,2014-03,2014,3,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.53,7.6,0.0,0.0,"Dissolved Organic Carbon Content = 9.53           , pH =           7.6           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2014-03,2014,3,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.9,0.196,11.3,"Dissolved Organic Carbon Content = 0.0           , pH =           7.9           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 11.3"
RIVER / RUNNING SURFACE WATER,2014-04,2014,4,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.5,0.196,11.9,"Dissolved Organic Carbon Content = 0.0           , pH =           7.5           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 11.9"
RIVER / RUNNING SURFACE WATER,2014-05,2014,5,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.7,8.05,0.0,0.0,"Dissolved Organic Carbon Content = 9.7           , pH =           8.05           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2014-05,2014,5,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,7.6,0.196,10.8,"Dissolved Organic Carbon Content = 0.0           , pH =           7.6           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 10.8"
RIVER / RUNNING SURFACE WATER,2014-06,2014,6,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.68,8.5,0.0,0.0,"Dissolved Organic Carbon Content = 9.68           , pH =           8.5           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2014-06,2014,6,GREENLEE LOUGH FIXED,55.018592968198355,-2.3660903149689867,0.0,9.0,0.196,12.2,"Dissolved Organic Carbon Content = 0.0           , pH =           9.0           , Nitrate as N = 0.196           , Dissolved Oxygen as O2 = 12.2"
RIVER / RUNNING SURFACE WATER,2014-07,2014,7,BROOMLEE LOUGH AT OVERFLOW,55.02129032519466,-2.3343644831423953,9.69,8.4,0.0,0.0,"Dissolved Organic Carbon Content = 9.69           , pH =           8.4           , Nitrate as N = 0.0           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-05,2015,5,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.3004615384615386,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.3004615384615386           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-06,2015,6,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.686,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.686           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-07,2015,7,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.295,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.295           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-08,2015,8,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.405,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.405           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-09,2015,9,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.444,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.444           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-10,2015,10,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,1.605,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 1.605           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-11,2015,11,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.3664999999999994,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.3664999999999994           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2015-12,2015,12,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.2327777777777773,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.2327777777777773           , Dissolved Oxygen as O2 = 0.0"
RIVER / RUNNING SURFACE WATER,2016-01,2016,1,TILL @ HEATON MILL,55.674945826365814,-2.160534365357642,0.0,0.0,2.0944999999999996,0.0,"Dissolved Organic Carbon Content = 0.0           , pH =           0.0           , Nitrate as N = 2.0944999999999996           , Dissolved Oxygen as O2 = 0.0"
